Season,PlayerID,PlayerName,Team,GamesPlayed,AtBats,Runs,Hits,HomeRuns,RBIs,StolenBases,Walks,StrikeOuts,BattingAverage,OnBasePercentage,SluggingPercentage,OPS
2002,113845,Juan Encarnacion,Florida Marlins,152.0,584.0,77.0,158,24,85,21,46,113,0.271,0.324,0.449,0.773
2003,113845,Juan Encarnacion,Florida Marlins,156.0,601.0,80.0,162,19,94,19,37,82,0.27,0.313,0.446,0.759
2004,113845,Juan Encarnacion,Florida Marlins,135.0,484.0,63.0,114,16,62,5,38,86,0.236,0.299,0.405,0.704
2005,113845,Juan Encarnacion,Florida Marlins,141.0,506.0,59.0,145,16,76,6,41,104,0.287,0.349,0.447,0.796
2006,113845,Juan Encarnacion,St. Louis Cardinals,153.0,557.0,74.0,155,19,79,6,30,86,0.278,0.317,0.443,0.76
2001,114932,Juan Gonzalez,Cleveland Indians,140.0,532.0,97.0,173,35,140,1,41,94,0.325,0.37,0.59,0.96
2001,334393,Juan Pierre,Colorado Rockies,156.0,617.0,108.0,202,2,55,46,41,29,0.327,0.378,0.415,0.793
2002,334393,Juan Pierre,Colorado Rockies,152.0,592.0,90.0,170,1,35,47,31,52,0.287,0.332,0.343,0.675
2003,334393,Juan Pierre,Florida Marlins,162.0,668.0,100.0,204,1,41,65,55,35,0.305,0.361,0.373,0.734
2004,334393,Juan Pierre,Florida Marlins,162.0,678.0,100.0,221,3,49,45,45,35,0.326,0.374,0.407,0.781
2005,334393,Juan Pierre,Florida Marlins,162.0,656.0,96.0,181,2,47,57,41,45,0.276,0.326,0.354,0.68
2006,334393,Juan Pierre,Chicago Cubs,162.0,699.0,87.0,204,3,40,58,32,38,0.292,0.33,0.388,0.718
2007,334393,Juan Pierre,Los Angeles Dodgers,162.0,668.0,96.0,196,0,41,64,33,37,0.293,0.331,0.353,0.684
2010,334393,Juan Pierre,Chicago White Sox,160.0,651.0,96.0,179,1,47,68,45,47,0.275,0.341,0.316,0.657
2011,334393,Juan Pierre,Chicago White Sox,158.0,639.0,80.0,178,2,50,27,43,41,0.279,0.329,0.327,0.656
2009,407487,Juan Rivera,Los Angeles Angels,138.0,529.0,72.0,152,25,88,0,36,57,0.287,0.332,0.478,0.81
2019,665742,Juan Soto,Washington Nationals,150.0,542.0,110.0,153,34,110,12,108,132,0.282,0.401,0.548,0.949
2020,665742,Juan Soto,Washington Nationals,47.0,154.0,39.0,54,13,37,6,41,28,0.351,0.49,0.695,1.185
2021,665742,Juan Soto,Washington Nationals,151.0,502.0,111.0,157,29,95,9,145,93,0.313,0.465,0.534,0.999
2022,665742,Juan Soto,San Diego Padres,153.0,524.0,93.0,127,27,62,6,135,96,0.242,0.401,0.452,0.853
2023,665742,Juan Soto,San Diego Padres,162.0,568.0,97.0,156,35,109,12,132,129,0.275,0.41,0.519,0.929
2024,20123,Juan Soto,NYY,,,,166,41,109,7,129,119,0.288,0.419,0.569,0.989
2025,20123,Juan Soto,NYM,,,,43,8,21,6,40,38,0.236,0.369,0.418,0.786
2002,346874,Juan Uribe,Colorado Rockies,155.0,566.0,69.0,136,6,49,9,34,120,0.24,0.286,0.341,0.627
2004,346874,Juan Uribe,Chicago White Sox,134.0,502.0,82.0,142,23,74,9,32,96,0.283,0.327,0.506,0.833
2005,346874,Juan Uribe,Chicago White Sox,146.0,481.0,58.0,121,16,71,4,34,77,0.252,0.301,0.412,0.713
2007,346874,Juan Uribe,Chicago White Sox,150.0,513.0,55.0,120,20,68,1,34,112,0.234,0.284,0.394,0.678
2010,346874,Juan Uribe,San Francisco Giants,148.0,521.0,64.0,129,24,85,1,45,92,0.248,0.31,0.44,0.75
2024,18400,Juan Yepez,WSN,,,,64,6,26,2,18,42,0.283,0.335,0.429,0.764
2001,150061,Julio Lugo,Houston Astros,140.0,513.0,93.0,135,10,37,12,46,116,0.263,0.326,0.372,0.698
2004,150061,Julio Lugo,Tampa Bay Devil Rays,157.0,581.0,83.0,160,7,75,21,54,106,0.275,0.338,0.396,0.734
2005,150061,Julio Lugo,Tampa Bay Devil Rays,158.0,616.0,89.0,182,6,57,39,61,72,0.295,0.362,0.403,0.765
2007,150061,Julio Lugo,Boston Red Sox,147.0,570.0,71.0,135,8,73,33,48,82,0.237,0.294,0.349,0.643
2024,23697,Julio Rodriguez,SEA,,,,155,20,68,24,38,156,0.273,0.325,0.409,0.734
2025,23697,Julio Rodriguez,SEA,,,,46,9,29,5,18,43,0.23,0.306,0.415,0.721
2022,677594,Julio Rodríguez,Seattle Mariners,132.0,511.0,84.0,145,28,75,25,40,145,0.284,0.345,0.509,0.854
2023,677594,Julio Rodríguez,Seattle Mariners,155.0,654.0,102.0,180,32,103,37,47,175,0.275,0.333,0.485,0.818
2024,33824,Jung Hoo Lee,SFG,,,,38,2,8,2,10,13,0.262,0.31,0.331,0.641
2025,33824,Jung Hoo Lee,SFG,,,,55,6,31,3,14,27,0.282,0.33,0.467,0.797
2024,28163,Junior Caminero,TBR,,,,41,6,18,2,11,38,0.248,0.299,0.424,0.724
2025,28163,Junior Caminero,TBR,,,,42,8,20,3,9,38,0.237,0.27,0.412,0.682
2002,150160,Junior Spivey,Arizona Diamondbacks,143.0,538.0,103.0,162,16,78,11,65,100,0.301,0.389,0.476,0.865
2018,595777,Jurickson Profar,Texas Rangers,146.0,524.0,82.0,133,20,77,10,54,88,0.254,0.335,0.458,0.793
2019,595777,Jurickson Profar,Oakland Athletics,139.0,459.0,65.0,100,20,67,9,48,75,0.218,0.301,0.41,0.711
2020,595777,Jurickson Profar,San Diego Padres,56.0,180.0,28.0,50,7,25,7,15,28,0.278,0.343,0.428,0.771
2022,595777,Jurickson Profar,San Diego Padres,152.0,575.0,82.0,140,15,58,5,73,103,0.243,0.331,0.391,0.722
2023,595777,Jurickson Profar,San Diego Padres,125.0,459.0,55.0,111,9,46,1,50,90,0.242,0.321,0.368,0.689
2024,10815,Jurickson Profar,SDP,,,,158,24,85,10,76,101,0.28,0.38,0.459,0.839
2005,408047,Justin Morneau,Minnesota Twins,141.0,490.0,62.0,117,22,79,0,44,94,0.239,0.304,0.437,0.741
2006,408047,Justin Morneau,Minnesota Twins,157.0,592.0,97.0,190,34,130,3,53,93,0.321,0.375,0.559,0.934
2007,408047,Justin Morneau,Minnesota Twins,157.0,590.0,84.0,160,31,111,1,64,91,0.271,0.343,0.492,0.835
2008,408047,Justin Morneau,Minnesota Twins,163.0,623.0,97.0,187,23,129,0,76,85,0.3,0.374,0.499,0.873
2009,408047,Justin Morneau,Minnesota Twins,135.0,508.0,85.0,139,30,100,0,72,86,0.274,0.363,0.516,0.879
2012,408047,Justin Morneau,Minnesota Twins,134.0,505.0,63.0,135,19,77,1,49,102,0.267,0.333,0.44,0.773
2013,408047,Justin Morneau,Minnesota Twins,127.0,495.0,56.0,128,17,74,0,37,98,0.259,0.315,0.426,0.741
2014,408047,Justin Morneau,Colorado Rockies,135.0,502.0,62.0,160,17,82,0,34,60,0.319,0.364,0.496,0.86
2012,475253,Justin Smoak,Seattle Mariners,132.0,483.0,49.0,105,19,51,1,49,111,0.217,0.29,0.364,0.654
2013,475253,Justin Smoak,Seattle Mariners,131.0,454.0,53.0,108,20,50,0,64,119,0.238,0.334,0.412,0.746
2017,475253,Justin Smoak,Toronto Blue Jays,158.0,560.0,85.0,151,38,90,0,73,128,0.27,0.355,0.529,0.884
2018,475253,Justin Smoak,Toronto Blue Jays,147.0,505.0,67.0,122,25,77,0,83,156,0.242,0.35,0.457,0.807
2016,457759,Justin Turner,Los Angeles Dodgers,151.0,556.0,79.0,153,27,90,4,48,107,0.275,0.339,0.493,0.832
2017,457759,Justin Turner,Los Angeles Dodgers,130.0,457.0,72.0,147,21,71,7,59,56,0.322,0.415,0.53,0.945
2019,457759,Justin Turner,Los Angeles Dodgers,135.0,479.0,80.0,139,27,67,2,51,88,0.29,0.372,0.509,0.881
2021,457759,Justin Turner,Los Angeles Dodgers,151.0,533.0,87.0,148,27,87,3,61,98,0.278,0.361,0.471,0.832
2022,457759,Justin Turner,Los Angeles Dodgers,128.0,468.0,61.0,130,13,81,3,50,89,0.278,0.35,0.438,0.788
2023,457759,Justin Turner,Boston Red Sox,146.0,558.0,86.0,154,23,96,4,51,110,0.276,0.345,0.455,0.8
2024,5235,Justin Turner,- - -,,,,119,11,55,0,59,95,0.259,0.354,0.383,0.737
2025,5235,Justin Turner,CHC,,,,14,0,10,1,11,17,0.203,0.31,0.232,0.541
2009,457708,Justin Upton,Arizona Diamondbacks,138.0,526.0,84.0,158,26,86,20,55,137,0.3,0.366,0.532,0.898
2010,457708,Justin Upton,Arizona Diamondbacks,133.0,495.0,73.0,135,17,69,18,64,152,0.273,0.356,0.442,0.798
2011,457708,Justin Upton,Arizona Diamondbacks,159.0,592.0,105.0,171,31,88,21,59,126,0.289,0.369,0.529,0.898
2012,457708,Justin Upton,Arizona Diamondbacks,150.0,554.0,107.0,155,17,67,18,63,121,0.28,0.355,0.43,0.785
2013,457708,Justin Upton,Atlanta Braves,149.0,558.0,94.0,147,27,70,8,75,161,0.263,0.354,0.464,0.818
2014,457708,Justin Upton,Atlanta Braves,154.0,566.0,77.0,153,29,102,8,60,171,0.27,0.342,0.491,0.833
2015,457708,Justin Upton,San Diego Padres,150.0,542.0,85.0,136,26,81,19,68,159,0.251,0.336,0.454,0.79
2016,457708,Justin Upton,Detroit Tigers,153.0,570.0,81.0,140,31,87,9,50,179,0.246,0.31,0.465,0.775
2017,457708,Justin Upton,Los Angeles Angels,152.0,557.0,100.0,152,35,109,14,74,180,0.273,0.361,0.54,0.901
2018,457708,Justin Upton,Los Angeles Angels,145.0,533.0,80.0,137,30,85,8,64,176,0.257,0.344,0.463,0.807
2024,29606,Justyn-Henry Malloy,DET,,,,41,8,21,1,23,85,0.203,0.291,0.366,0.658
2025,29606,Justyn-Henry Malloy,DET,,,,17,1,14,0,18,28,0.2,0.34,0.282,0.622
2025,26374,Kameron Misner,TBR,,,,31,4,13,5,10,48,0.233,0.288,0.391,0.679
2004,430565,Kazuo Matsui,New York Mets,114.0,460.0,65.0,125,7,44,14,40,97,0.272,0.331,0.396,0.727
2009,430565,Kazuo Matsui,Houston Astros,132.0,476.0,56.0,119,9,46,19,34,85,0.25,0.302,0.357,0.659
2022,663647,Ke'Bryan Hayes,Pittsburgh Pirates,136.0,505.0,55.0,123,7,41,20,48,122,0.244,0.314,0.345,0.659
2023,663647,Ke'Bryan Hayes,Pittsburgh Pirates,124.0,494.0,65.0,134,15,61,10,28,104,0.271,0.309,0.453,0.762
2024,18577,Ke'Bryan Hayes,PIT,,,,85,4,25,11,23,75,0.233,0.283,0.29,0.573
2025,18577,Ke'Bryan Hayes,PIT,,,,44,1,15,5,11,38,0.239,0.293,0.299,0.592
2023,660688,Keibert Ruiz,Washington Nationals,136.0,523.0,55.0,136,18,67,1,31,58,0.26,0.308,0.409,0.717
2024,19610,Keibert Ruiz,WSN,,,,105,13,57,3,16,54,0.229,0.26,0.359,0.619
2025,19610,Keibert Ruiz,WSN,,,,47,2,20,0,8,18,0.276,0.32,0.365,0.685
2007,430637,Kelly Johnson,Atlanta Braves,147.0,521.0,91.0,144,16,68,9,79,117,0.276,0.375,0.457,0.832
2008,430637,Kelly Johnson,Atlanta Braves,150.0,547.0,86.0,157,12,69,11,52,113,0.287,0.349,0.446,0.795
2010,430637,Kelly Johnson,Arizona Diamondbacks,154.0,585.0,93.0,166,26,71,13,79,148,0.284,0.37,0.496,0.866
2012,430637,Kelly Johnson,Toronto Blue Jays,142.0,507.0,61.0,114,16,55,14,62,159,0.225,0.313,0.365,0.678
2000,115135,Ken Griffey Jr.,Cincinnati Reds,145.0,520.0,100.0,141,40,118,6,94,117,0.271,0.387,0.556,0.943
2005,115135,Ken Griffey Jr.,Cincinnati Reds,128.0,491.0,85.0,148,35,92,0,54,93,0.301,0.369,0.576,0.945
2007,115135,Ken Griffey Jr.,Cincinnati Reds,144.0,528.0,78.0,146,30,93,6,85,99,0.277,0.372,0.496,0.868
2003,407396,Ken Harvey,Kansas City Royals,135.0,485.0,50.0,129,13,64,2,29,94,0.266,0.313,0.408,0.721
2009,434778,Kendrys Morales,Los Angeles Angels,152.0,566.0,86.0,173,34,108,3,46,117,0.306,0.355,0.569,0.924
2012,434778,Kendrys Morales,Los Angeles Angels,134.0,484.0,61.0,132,22,73,0,31,116,0.273,0.32,0.467,0.787
2013,434778,Kendrys Morales,Seattle Mariners,156.0,602.0,64.0,167,23,80,0,49,114,0.277,0.336,0.449,0.785
2015,434778,Kendrys Morales,Kansas City Royals,158.0,569.0,81.0,165,22,106,0,58,103,0.29,0.362,0.485,0.847
2016,434778,Kendrys Morales,Kansas City Royals,154.0,558.0,65.0,147,30,93,0,48,120,0.263,0.327,0.468,0.795
2017,434778,Kendrys Morales,Toronto Blue Jays,150.0,557.0,67.0,139,28,85,0,43,132,0.25,0.308,0.445,0.753
2006,492706,Kenji Johjima,Seattle Mariners,144.0,506.0,61.0,147,18,76,3,20,46,0.291,0.332,0.451,0.783
2007,492706,Kenji Johjima,Seattle Mariners,135.0,485.0,52.0,139,14,61,0,15,41,0.287,0.322,0.433,0.755
2000,117863,Kenny Lofton,Cleveland Indians,137.0,543.0,107.0,151,15,73,30,79,72,0.278,0.369,0.422,0.791
2001,117863,Kenny Lofton,Cleveland Indians,133.0,517.0,91.0,135,14,66,16,47,69,0.261,0.322,0.398,0.72
2003,117863,Kenny Lofton,Chicago Cubs,140.0,547.0,97.0,162,12,46,30,46,51,0.296,0.352,0.45,0.802
2006,117863,Kenny Lofton,Los Angeles Dodgers,129.0,469.0,79.0,141,3,41,32,45,42,0.301,0.36,0.403,0.763
2007,117863,Kenny Lofton,Cleveland Indians,136.0,490.0,86.0,145,7,38,23,56,51,0.296,0.367,0.414,0.781
2024,25961,Kerry Carpenter,DET,,,,75,18,57,0,22,75,0.284,0.345,0.587,0.932
2025,25961,Kerry Carpenter,DET,,,,49,10,22,1,7,36,0.28,0.314,0.503,0.816
2020,669374,Keston Hiura,Milwaukee Brewers,59.0,217.0,30.0,46,13,32,3,16,85,0.212,0.297,0.41,0.707
2018,606466,Ketel Marte,Arizona Diamondbacks,153.0,520.0,68.0,135,14,59,6,54,79,0.26,0.332,0.437,0.769
2019,606466,Ketel Marte,Arizona Diamondbacks,144.0,569.0,97.0,187,32,92,10,53,86,0.329,0.389,0.592,0.981
2020,606466,Ketel Marte,Arizona Diamondbacks,45.0,181.0,19.0,52,2,17,1,7,21,0.287,0.323,0.409,0.732
2022,606466,Ketel Marte,Arizona Diamondbacks,137.0,492.0,68.0,118,12,52,5,55,101,0.24,0.321,0.407,0.728
2023,606466,Ketel Marte,Arizona Diamondbacks,150.0,569.0,94.0,157,25,82,8,71,109,0.276,0.358,0.485,0.843
2024,13613,Ketel Marte,ARI,,,,147,36,95,7,65,106,0.292,0.372,0.56,0.932
2025,13613,Ketel Marte,ARI,,,,25,8,12,1,15,15,0.269,0.382,0.57,0.952
2015,595281,Kevin Kiermaier,Tampa Bay Rays,151.0,505.0,62.0,133,10,40,18,24,95,0.263,0.298,0.42,0.718
2024,11038,Kevin Kiermaier,- - -,,,,51,5,26,6,12,86,0.197,0.237,0.313,0.55
2007,450260,Kevin Kouzmanoff,San Diego Padres,145.0,484.0,57.0,133,18,74,1,32,94,0.275,0.329,0.457,0.786
2008,450260,Kevin Kouzmanoff,San Diego Padres,154.0,624.0,71.0,162,23,84,0,23,139,0.26,0.299,0.433,0.732
2009,450260,Kevin Kouzmanoff,San Diego Padres,141.0,529.0,50.0,135,18,88,1,27,106,0.255,0.302,0.42,0.722
2010,450260,Kevin Kouzmanoff,Oakland Athletics,143.0,551.0,59.0,136,16,71,2,24,96,0.247,0.283,0.396,0.679
2005,407891,Kevin Mench,Texas Rangers,150.0,557.0,71.0,147,25,73,4,50,68,0.264,0.328,0.469,0.797
2003,132788,Kevin Millar,Boston Red Sox,148.0,544.0,83.0,150,25,96,3,60,108,0.276,0.348,0.472,0.82
2004,132788,Kevin Millar,Boston Red Sox,150.0,508.0,74.0,151,18,74,1,57,91,0.297,0.383,0.474,0.857
2005,132788,Kevin Millar,Boston Red Sox,134.0,449.0,57.0,122,9,50,0,54,74,0.272,0.355,0.399,0.754
2006,132788,Kevin Millar,Baltimore Orioles,132.0,430.0,64.0,117,15,64,1,59,74,0.272,0.374,0.437,0.811
2007,132788,Kevin Millar,Baltimore Orioles,140.0,476.0,63.0,121,17,63,1,76,94,0.254,0.365,0.42,0.785
2008,132788,Kevin Millar,Baltimore Orioles,145.0,531.0,73.0,124,20,72,0,71,93,0.234,0.323,0.394,0.717
2019,621028,Kevin Newman,Pittsburgh Pirates,130.0,493.0,61.0,152,12,64,16,28,62,0.308,0.353,0.446,0.799
2021,621028,Kevin Newman,Pittsburgh Pirates,148.0,517.0,50.0,117,5,39,6,27,41,0.226,0.265,0.309,0.574
2024,17696,Kevin Newman,ARI,,,,80,3,28,8,15,48,0.278,0.311,0.375,0.686
2015,607680,Kevin Pillar,Toronto Blue Jays,159.0,586.0,76.0,163,12,56,25,28,85,0.278,0.314,0.399,0.713
2016,607680,Kevin Pillar,Toronto Blue Jays,146.0,548.0,59.0,146,7,53,14,24,90,0.266,0.303,0.376,0.679
2017,607680,Kevin Pillar,Toronto Blue Jays,154.0,587.0,72.0,150,16,42,15,33,95,0.256,0.3,0.404,0.704
2018,607680,Kevin Pillar,Toronto Blue Jays,142.0,512.0,65.0,129,15,59,14,18,98,0.252,0.282,0.426,0.708
2019,607680,Kevin Pillar,San Francisco Giants,156.0,595.0,82.0,157,21,87,14,18,86,0.264,0.293,0.442,0.735
2024,12434,Kevin Pillar,- - -,,,,65,8,45,12,16,69,0.229,0.291,0.377,0.667
2006,425903,Kevin Youkilis,Boston Red Sox,147.0,569.0,100.0,159,13,72,5,91,120,0.279,0.381,0.429,0.81
2007,425903,Kevin Youkilis,Boston Red Sox,145.0,528.0,85.0,152,16,83,4,77,105,0.288,0.39,0.453,0.843
2008,425903,Kevin Youkilis,Boston Red Sox,145.0,538.0,91.0,168,29,115,3,62,108,0.312,0.39,0.569,0.959
2009,425903,Kevin Youkilis,Boston Red Sox,136.0,491.0,99.0,150,27,94,7,77,125,0.305,0.413,0.548,0.961
2011,425903,Kevin Youkilis,Boston Red Sox,120.0,431.0,68.0,111,17,80,3,68,100,0.258,0.373,0.459,0.832
2012,425903,Kevin Youkilis,Chicago White Sox,122.0,438.0,72.0,103,19,60,0,51,108,0.235,0.336,0.409,0.745
2000,124704,Kevin Young,Pittsburgh Pirates,132.0,496.0,77.0,128,20,88,8,32,96,0.258,0.311,0.433,0.744
2001,124704,Kevin Young,Pittsburgh Pirates,142.0,449.0,53.0,104,14,65,15,42,119,0.232,0.31,0.399,0.709
2002,124704,Kevin Young,Pittsburgh Pirates,146.0,468.0,60.0,115,16,51,4,50,101,0.246,0.322,0.408,0.73
2004,425867,Khalil Greene,San Diego Padres,139.0,484.0,67.0,132,15,65,4,53,94,0.273,0.349,0.446,0.795
2007,425867,Khalil Greene,San Diego Padres,153.0,611.0,89.0,155,27,97,4,32,128,0.254,0.291,0.468,0.759
2014,501981,Khris Davis,Milwaukee Brewers,144.0,501.0,70.0,122,22,69,4,32,122,0.244,0.299,0.457,0.756
2016,501981,Khris Davis,Oakland Athletics,150.0,555.0,85.0,137,42,102,1,42,166,0.247,0.307,0.524,0.831
2017,501981,Khris Davis,Oakland Athletics,153.0,566.0,91.0,140,43,110,4,73,195,0.247,0.336,0.528,0.864
2018,501981,Khris Davis,Oakland Athletics,151.0,576.0,98.0,142,48,123,0,59,175,0.247,0.326,0.549,0.875
2019,501981,Khris Davis,Oakland Athletics,133.0,481.0,61.0,106,23,73,0,47,146,0.22,0.293,0.387,0.68
2024,20572,Kody Clemens,PHI,,,,25,5,18,0,5,29,0.219,0.258,0.447,0.706
2025,20572,Kody Clemens,- - -,,,,14,3,10,0,4,15,0.28,0.357,0.6,0.957
2014,594777,Kole Calhoun,Los Angeles Angels,127.0,493.0,90.0,134,17,58,5,38,104,0.272,0.325,0.45,0.775
2015,594777,Kole Calhoun,Los Angeles Angels,159.0,630.0,78.0,161,26,83,4,45,164,0.256,0.308,0.422,0.73
2016,594777,Kole Calhoun,Los Angeles Angels,157.0,594.0,91.0,161,18,75,2,67,118,0.271,0.348,0.438,0.786
2017,594777,Kole Calhoun,Los Angeles Angels,155.0,569.0,77.0,139,19,71,5,71,134,0.244,0.333,0.392,0.725
2018,594777,Kole Calhoun,Los Angeles Angels,137.0,491.0,71.0,102,19,57,6,53,133,0.208,0.283,0.369,0.652
2019,594777,Kole Calhoun,Los Angeles Angels,152.0,552.0,92.0,128,33,74,4,70,162,0.232,0.325,0.467,0.792
2020,594777,Kole Calhoun,Arizona Diamondbacks,54.0,190.0,35.0,43,16,40,1,28,50,0.226,0.338,0.526,0.864
2015,543939,Kolten Wong,St. Louis Cardinals,150.0,557.0,71.0,146,11,61,15,36,95,0.262,0.321,0.386,0.707
2019,543939,Kolten Wong,St. Louis Cardinals,148.0,478.0,61.0,136,11,59,24,47,83,0.285,0.361,0.423,0.784
2020,543939,Kolten Wong,St. Louis Cardinals,53.0,181.0,26.0,48,1,16,5,20,30,0.265,0.35,0.326,0.676
2024,25543,Korey Lee,CHW,,,,79,12,37,6,17,122,0.21,0.244,0.347,0.591
2008,493120,Kosuke Fukudome,Chicago Cubs,150.0,501.0,79.0,129,10,58,12,81,104,0.257,0.359,0.379,0.738
2009,493120,Kosuke Fukudome,Chicago Cubs,146.0,499.0,79.0,129,11,54,6,93,112,0.259,0.375,0.421,0.796
2015,592178,Kris Bryant,Chicago Cubs,151.0,559.0,87.0,154,26,99,13,77,199,0.275,0.369,0.488,0.857
2016,592178,Kris Bryant,Chicago Cubs,155.0,603.0,121.0,176,39,102,8,75,154,0.292,0.385,0.554,0.939
2017,592178,Kris Bryant,Chicago Cubs,151.0,549.0,111.0,162,29,73,7,95,128,0.295,0.409,0.537,0.946
2019,592178,Kris Bryant,Chicago Cubs,147.0,543.0,108.0,153,31,77,4,74,145,0.282,0.382,0.521,0.903
2021,592178,Kris Bryant,San Francisco Giants,144.0,513.0,86.0,136,25,73,10,62,135,0.265,0.353,0.481,0.834
2024,15429,Kris Bryant,COL,,,,29,2,15,0,13,48,0.218,0.323,0.301,0.623
2025,33644,Kristian Campbell,BOS,,,,36,5,15,2,23,51,0.225,0.321,0.369,0.689
2008,435559,Kurt Suzuki,Oakland Athletics,148.0,530.0,54.0,148,7,42,2,44,69,0.279,0.346,0.37,0.716
2009,435559,Kurt Suzuki,Oakland Athletics,147.0,570.0,74.0,156,15,88,8,28,59,0.274,0.313,0.421,0.734
2010,435559,Kurt Suzuki,Oakland Athletics,131.0,495.0,55.0,120,13,71,3,33,49,0.242,0.303,0.366,0.669
2011,435559,Kurt Suzuki,Oakland Athletics,134.0,460.0,54.0,109,14,44,2,38,64,0.237,0.301,0.385,0.686
2014,435559,Kurt Suzuki,Minnesota Twins,131.0,452.0,37.0,130,3,61,0,34,46,0.288,0.345,0.383,0.728
2021,571657,Kyle Farmer,Cincinnati Reds,147.0,483.0,60.0,127,16,63,2,22,97,0.263,0.316,0.416,0.732
2022,571657,Kyle Farmer,Cincinnati Reds,145.0,526.0,58.0,134,14,78,4,33,99,0.255,0.315,0.386,0.701
2024,14813,Kyle Farmer,MIN,,,,46,5,25,3,19,49,0.214,0.293,0.353,0.647
2025,14813,Kyle Farmer,COL,,,,33,2,16,0,8,29,0.244,0.285,0.385,0.67
2024,5517,Kyle Higashioka,SDP,,,,54,17,45,2,15,74,0.22,0.263,0.476,0.739
2025,5517,Kyle Higashioka,TEX,,,,16,1,8,0,3,14,0.216,0.247,0.324,0.571
2024,21614,Kyle Isbel,KCR,,,,88,8,42,11,27,88,0.229,0.287,0.367,0.654
2025,21614,Kyle Isbel,KCR,,,,34,3,14,1,2,25,0.276,0.281,0.431,0.712
2020,641786,Kyle Lewis,Seattle Mariners,58.0,206.0,37.0,54,11,28,5,34,71,0.262,0.364,0.437,0.801
2024,29794,Kyle Manzardo,CLE,,,,34,5,15,0,9,41,0.234,0.282,0.421,0.703
2025,29794,Kyle Manzardo,CLE,,,,33,10,26,1,21,48,0.214,0.307,0.468,0.775
2024,25575,Kyle McCann,OAK,,,,33,5,15,0,16,59,0.236,0.318,0.371,0.69
2018,656941,Kyle Schwarber,Chicago Cubs,137.0,428.0,64.0,102,26,61,4,78,140,0.238,0.356,0.467,0.823
2019,656941,Kyle Schwarber,Chicago Cubs,155.0,529.0,82.0,132,38,92,2,70,156,0.25,0.339,0.531,0.87
2020,656941,Kyle Schwarber,Chicago Cubs,59.0,191.0,30.0,36,11,24,1,30,66,0.188,0.308,0.393,0.701
2022,656941,Kyle Schwarber,Philadelphia Phillies,155.0,577.0,100.0,126,46,94,10,86,200,0.218,0.323,0.504,0.827
2023,656941,Kyle Schwarber,Philadelphia Phillies,160.0,585.0,108.0,115,47,104,0,126,215,0.197,0.343,0.474,0.817
2024,16478,Kyle Schwarber,PHI,,,,142,38,104,5,106,197,0.248,0.366,0.485,0.851
2025,16478,Kyle Schwarber,PHI,,,,46,17,37,4,39,49,0.251,0.394,0.563,0.957
2012,572122,Kyle Seager,Seattle Mariners,155.0,594.0,62.0,154,20,86,13,46,110,0.259,0.316,0.423,0.739
2013,572122,Kyle Seager,Seattle Mariners,160.0,615.0,79.0,160,22,69,9,68,122,0.26,0.338,0.426,0.764
2014,572122,Kyle Seager,Seattle Mariners,159.0,590.0,71.0,158,25,96,7,52,118,0.268,0.334,0.454,0.788
2015,572122,Kyle Seager,Seattle Mariners,161.0,623.0,85.0,166,26,74,6,54,98,0.266,0.328,0.451,0.779
2016,572122,Kyle Seager,Seattle Mariners,158.0,597.0,89.0,166,30,99,3,69,108,0.278,0.359,0.499,0.858
2017,572122,Kyle Seager,Seattle Mariners,154.0,578.0,72.0,144,27,88,2,58,110,0.249,0.323,0.45,0.773
2018,572122,Kyle Seager,Seattle Mariners,155.0,583.0,62.0,129,22,78,2,38,138,0.221,0.273,0.4,0.673
2020,572122,Kyle Seager,Seattle Mariners,60.0,203.0,35.0,49,9,40,5,32,33,0.241,0.355,0.433,0.788
2021,572122,Kyle Seager,Seattle Mariners,159.0,603.0,73.0,128,35,101,3,59,161,0.212,0.285,0.438,0.723
2024,26151,Kyle Stowers,- - -,,,,40,3,24,0,13,74,0.208,0.268,0.333,0.601
2025,26151,Kyle Stowers,MIA,,,,53,10,31,3,18,53,0.319,0.392,0.566,0.958
2020,663656,Kyle Tucker,Houston Astros,58.0,209.0,33.0,56,9,42,8,18,46,0.268,0.325,0.512,0.837
2021,663656,Kyle Tucker,Houston Astros,140.0,506.0,83.0,149,30,92,14,53,90,0.294,0.359,0.557,0.916
2022,663656,Kyle Tucker,Houston Astros,150.0,544.0,71.0,140,30,107,25,59,95,0.257,0.33,0.478,0.808
2023,663656,Kyle Tucker,Houston Astros,157.0,574.0,97.0,163,29,112,30,80,92,0.284,0.369,0.517,0.886
2024,18345,Kyle Tucker,HOU,,,,80,23,49,11,56,54,0.289,0.408,0.585,0.993
2025,18345,Kyle Tucker,CHC,,,,55,12,37,14,35,28,0.276,0.383,0.543,0.926
2024,26420,Kyren Paris,LAA,,,,6,1,5,1,7,17,0.118,0.224,0.216,0.44
2025,26420,Kyren Paris,LAA,,,,24,6,11,7,10,56,0.198,0.276,0.397,0.673
2023,664774,LaMonte Wade Jr.,San Francisco Giants,135.0,429.0,64.0,110,17,45,2,76,95,0.256,0.373,0.417,0.79
2024,18126,LaMonte Wade Jr.,SFG,,,,86,8,34,2,62,90,0.26,0.38,0.381,0.761
2025,18126,LaMonte Wade Jr.,SFG,,,,22,1,14,0,20,32,0.173,0.284,0.283,0.567
